 -0.151045   -0.57209   0.427914  0.0710199   0.347697   0.337725  0.0664158 -0.0629299   0.897456    2.43521	-578.108
 -0.151045   -0.57209   0.427914  0.0710199   0.347697   0.337725  0.0664158 -0.0629299   0.897456    2.43521	-578.108
  0.484048    0.45025   0.406902   0.473211   0.470005   0.215417  0.0904602 -0.0869743   0.601668    2.19744	-410.158
  0.484048    0.45025   0.406902   0.473211   0.470005   0.215417  0.0904602 -0.0869743   0.601668    2.19744	-410.158
  0.483423    0.44408   0.410392   0.466837    0.59306  0.0923622  0.0789095 -0.0754236    0.21769    0.25468	-272.025
  0.483423    0.44408   0.410392   0.466837    0.59306  0.0923622  0.0789095 -0.0754236    0.21769    0.25468	-272.025
  0.494628   0.434141   0.392904   0.497035     0.5835   0.101922  0.0881183 -0.0846324   0.223743   0.231296	-269.488
  0.494628   0.434141   0.392904   0.497035     0.5835   0.101922  0.0881183 -0.0846324   0.223743   0.231296	-269.488
 0.505565  0.421185  0.374749  0.547636  0.556594  0.128828  0.111604 -0.108118  0.228825  0.206783	-264.161
 0.505565  0.421185  0.374749  0.547636  0.556594  0.128828  0.111604 -0.108118  0.228825  0.206783	-264.161
 0.520147  0.408682  0.353428  0.618879  0.508372  0.177051  0.149874 -0.146388  0.228936   0.17651	-253.886
 0.520147  0.408682  0.353428  0.618879  0.508372  0.177051  0.149874 -0.146388  0.228936   0.17651	-253.886
0.539333 0.400998 0.330801 0.701334 0.435269 0.250153 0.200786  -0.1973 0.221576 0.143313	-238.524
0.539333 0.400998 0.330801 0.701334 0.435269 0.250153 0.200786  -0.1973 0.221576 0.143313	-238.524
 0.562653  0.401138   0.30853  0.774513  0.339807  0.345616  0.258934 -0.255448  0.207804    0.1144	-221.744
 0.562653  0.401138   0.30853  0.774513  0.339807  0.345616  0.258934 -0.255448  0.207804    0.1144	-221.744
 0.588261  0.406375  0.287941  0.826513  0.232142  0.453281  0.317842 -0.314357  0.192412 0.0945203	-207.969
 0.588261  0.406375  0.287941  0.826513  0.232142  0.453281  0.317842 -0.314357  0.192412 0.0945203	-207.969
 0.614821  0.412575  0.269845  0.857889  0.123398  0.562025  0.373308 -0.369822  0.179476 0.0836085	-198.572
 0.614821  0.412575  0.269845  0.857889  0.123398  0.562025  0.373308 -0.369822  0.179476 0.0836085	-198.572
 0.643109   0.41773  0.253311  0.874455 0.0194006  0.666022  0.424501 -0.421015  0.170147 0.0787915	-192.155
 0.643109   0.41773  0.253311  0.874455 0.0194006  0.666022  0.424501 -0.421015  0.170147 0.0787915	-192.155
   0.67516   0.421347    0.23651   0.881407 -0.0792368   0.764659   0.472315  -0.468829    0.16374   0.077289	-187.18
   0.67516   0.421347    0.23651   0.881407 -0.0792368   0.764659   0.472315  -0.468829    0.16374   0.077289	-187.18
 0.713118  0.423483  0.217903  0.882443 -0.173986  0.859409  0.517937 -0.514452  0.159166 0.0774742	-182.792
 0.713118  0.423483  0.217903  0.882443 -0.173986  0.859409  0.517937 -0.514452  0.159166 0.0774742	-182.792
