-0.675336	0
0.294279	0
-0.564552	0
-0.659849	0
-0.461594	0
-0.124926	0
-0.602117	0
-0.0383189	0
-0.300867	0
-0.745691	0
0.0365872	0
-0.0783461	0
0.0363998	0
-0.767003	0
-0.0870057	0
-0.425298	0
-0.0267998	0
-0.0244942	0
-0.653711	0
0.00549776	0
-0.172024	0
-0.0933018	0
0.0920245	0
0.000166177	0
-0.327875	0
-0.436856	0
0.282242	0
0.512124	0
0.254748	0
-0.0318225	0
0.0995041	0
-0.193224	0
0.0124575	0
-0.514923	0
0.122988	0
0.0930424	0
0.233556	0
-0.0252804	0
0.00400519	0
-0.0366855	0
-0.137876	0
-0.184874	0
-0.222014	0
-0.603013	0
-0.373376	0
0.128846	0
0.0264661	0
0.378086	0
-0.436393	0
-0.264885	0
0.0278991	0
-0.0015973	0
0.155985	0
0.392802	0
0.34947	0
0.251976	0
0.519365	0
0.365558	0
0.584074	0
0.277518	0
0.187096	0
0.607621	0
-0.124084	0
-0.441058	0
0.107461	0
-0.460568	0
-0.260365	0
0.196456	0
0.343083	0
0.0717656	0
0.0669856	0
0.261712	0
-0.0298255	0
0.0585178	0
0.105524	0
0.160053	0
0.325702	0
0.348595	0
0.317832	0
0.402856	0
0.454002	0
0.816339	0
0.642571	0
0.0359401	0
0.159036	0
0.246689	0
-0.0394744	0
0.302718	0
0.141795	0
0.426676	0
0.692072	0
0.0690823	0
0.262176	0
0.664027	0
0.523095	0
0.408199	0
-0.000823123	0
0.142776	0
0.305277	0
0.830089	0
0.150039	0
0.7126	0
0.296582	0
0.573693	0
1.10845	0
0.318841	0
0.256009	0
-0.0276016	0
0.68532	0
0.482386	0
0.336737	0
0.0398922	0
0.242736	0
0.975968	0
0.59661	0
0.346995	0
1.01647	0
0.566454	0
-0.378362	0
0.536344	0
1.01011	0
0.466324	0
0.746315	0
0.624915	0
0.51959	0
0.988028	0
0.34205	0
0.853703	0
0.687641	0
1.1789	0
0.930017	0
0.860067	0
1.10905	0
1.12696	0
0.949863	0
1.15949	0
0.935896	0
0.793225	0
0.754434	0
0.344415	0
0.596031	0
0.432666	0
0.859316	0
0.751264	0
0.905804	0
0.902145	0
1.10982	0
0.746117	0
1.07901	0
1.102	0
0.814109	0
0.766916	0
0.830866	0
1.20149	0
1.03417	0
0.643788	0
0.832482	0
0.831816	0
1.23981	0
1.64606	0
0.594664	0
0.927828	0
1.05889	0
1.13373	0
0.792725	0
0.782125	0
1.42192	0
1.16244	0
1.28542	0
1.71941	0
0.803983	0
1.22122	0
0.384078	0
1.16816	0
1.14514	0
0.871972	0
0.859011	0
1.35234	0
1.09812	0
1.27826	0
1.31362	0
1.22309	0
1.55416	0
2.33784	1
1.83808	1
1.66423	1
2.02807	1
2.15596	1
1.20239	1
1.76212	0
1.3727	1
1.61685	0
0.837972	0
1.78413	1
1.89933	1
1.62468	0
1.72214	1
2.05039	1
1.07447	0
1.59778	1
0.64701	0
1.53128	1
1.65466	0
1.21694	0
1.54259	0
1.61396	1
1.62537	1
0.695021	0
1.5013	1
1.19127	0
0.802731	0
1.69434	1
1.48118	1
2.18241	1
1.90827	0
1.55588	1
1.65022	1
1.67991	1
1.78234	0
1.85033	0
1.80341	0
1.63665	1
1.36583	1
1.48665	1
1.40953	1
1.68941	1
1.50558	0
1.0725	1
1.97952	1
2.15203	1
1.33749	1
2.09491	1
1.72711	0
1.82406	1
1.39265	0
1.48766	1
1.73047	1
1.76667	0
2.19721	0
1.57394	0
1.89901	1
1.34789	1
1.40978	0
1.58944	1
1.7137	0
2.33775	0
1.22056	1
1.84832	1
1.51136	1
1.25161	1
1.61219	0
1.91456	0
1.85484	1
1.63158	1
1.13986	1
2.31206	0
1.2251	1
1.0784	1
1.55582	1
1.37984	0
1.46682	0
1.25886	1
1.6755	1
1.66577	1
1.65983	0
1.79199	1
1.4287	0
1.66603	1
1.60284	1
1.9264	0
0.881602	1
1.98772	0
1.33803	1
1.54349	1
1.37185	1
1.44488	1
1.20674	1
1.49724	1
0.991341	1
1.6994	1
1.63327	1
1.13499	1
1.73587	1
